iter	RMSE
112	0.09853480895
113	0.0982534894
114	0.09795344116
115	0.09774057949
116	0.09743575987
117	0.09710733517
118	0.09679183538
119	0.0966228865
120	0.09639055945
121	0.09612067458
122	0.09576440651
123	0.09565341531
124	0.0955991086
125	0.09524297895
126	0.09494207551
127	0.09462010149
128	0.09442599979
129	0.09421805784
130	0.09386730234
131	0.09366154604
132	0.09341891693
133	0.09324646932
134	0.09317366522
135	0.09292267241
136	0.09265342836
137	0.09249386485
138	0.09223660985
139	0.09195920104
140	0.09170410716
141	0.09138056176
142	0.09105260681
143	0.09095349404
144	0.09057069838
145	0.09047801408
146	0.09017433069
147	0.08999271673
148	0.08980182385
149	0.08964623921
150	0.08958279711
151	0.08941147728
152	0.08915897254
153	0.08899038902
154	0.08876516853
155	0.08838543089
156	0.08819716617
157	0.0880455078
158	0.08784724184
159	0.08777472315
160	0.08744077465
161	0.08721717305
162	0.08700414116
163	0.08670343216
164	0.08642931945
165	0.0861973283
166	0.08584318189
167	0.08574487826
168	0.08546978672
169	0.08510315378
170	0.08492572506
171	0.08474833873
172	0.0846078922
173	0.08443289959
174	0.08425252296
175	0.08401441633
176	0.08384629809
177	0.08368568003
178	0.08346259469
179	0.083176919
180	0.08301071571
181	0.08280131478
182	0.08269265947
183	0.08241670852
184	0.08216901415
185	0.0819616531
186	0.08174918792
187	0.08165336812
188	0.08142573536
189	0.08128877958
190	0.08110714755
191	0.08088622524
192	0.08085528354
193	0.08060025189
194	0.08041431169
195	0.0803083182
196	0.08013276729
197	0.07996949411
198	0.07981600409
199	0.07970517137
200	0.07949015962
201	0.07933442904
202	0.07917633023
203	0.07892642072
204	0.07869085408
205	0.07839899033
206	0.07811531138
207	0.07798902756
208	0.07783092031
209	0.07758997772
210	0.07740395351
211	0.07723124816
212	0.07709984495
213	0.07689554116
214	0.07676018966
215	0.0765414996
216	0.07650370036
217	0.07631375056
218	0.07613528205
219	0.07611048604
220	0.07588060381
221	0.07567658194
222	0.0755172986
223	0.07537236746
224	0.07523484018
225	0.07499540911
226	0.07483869617
227	0.0746802104
228	0.07449499397
229	0.07430150225
230	0.07416233546
231	0.07400378119
232	0.07390744389
233	0.0736785841
234	0.0734830656
235	0.07332919825
236	0.07319859622
237	0.07307077749
238	0.07291296869
239	0.07264121924
240	0.07248090513
241	0.07242416768
242	0.07226864258
243	0.07213997367
244	0.07188314436
245	0.07174603827
246	0.07154387098
247	0.07137490482
248	0.07120793929
249	0.07101522668
250	0.07085868023
251	0.07066400074
252	0.07051073829
253	0.07039898974
254	0.07036359836
255	0.0701913155
256	0.07009090102
257	0.06995645066
258	0.06987007393
259	0.06972060445
260	0.0695850303
261	0.06944600271
262	0.06932869048
263	0.06919320966
264	0.06900395627
265	0.06881380513
266	0.06867066118
267	0.06847516793
268	0.06830605379
269	0.06822692629
270	0.06798869686
271	0.06785515388
272	0.06775252763
273	0.06762142848
274	0.06746331753
275	0.06729754379
276	0.06719043458
277	0.06701462417
278	0.06682830219
279	0.06667882833
280	0.06651120337
281	0.06649527823
282	0.06624900533
283	0.06612780029
284	0.0659878922
285	0.06588894416
286	0.06580436182
287	0.06561014081
288	0.0655296274
289	0.06535765352
290	0.06524625182
291	0.0651179035
292	0.06510345899
293	0.06494007974
294	0.06486096447
295	0.06464382504
296	0.06454001987
297	0.06442789523
298	0.06429384027
299	0.06419851362
300	0.0641655699
301	0.06404720647
302	0.06389409891
303	0.0637774376
304	0.06363633349
305	0.06354075897
306	0.06351835517
307	0.06336102926
308	0.06325623829
309	0.06311236385
310	0.06305570956
311	0.06295393665
312	0.06283304855
313	0.06268268627
314	0.06261323999
315	0.06249965203
316	0.06237677807
317	0.06227302608
318	0.06211943176
319	0.06202382695
320	0.0619120575
321	0.0617765937
322	0.06165354026
323	0.06154802027
324	0.06136630281
325	0.06125977961
326	0.06124280703
327	0.06114247581
328	0.06104198858
329	0.06095411206
330	0.06082325084
331	0.06076314089
332	0.06072046371
333	0.06063254794
334	0.06055837447
335	0.06048441354
336	0.06047091747
337	0.0603261539
338	0.06029898008
339	0.06028593522
340	0.0602704928
341	0.06024971206
342	0.06009869484
343	0.06005444285
344	0.05995063367
345	0.05986937199
346	0.0598237226
347	0.05971087758
348	0.0596910679
349	0.05951569433
350	0.05930910604
351	0.05926908771
352	0.05918271636
353	0.05904405281
354	0.0589770891
355	0.05880553553
356	0.0587340445
357	0.05858183862
358	0.05844528802
359	0.05831705839
360	0.05818186998
361	0.05810671272
362	0.05801566036
363	0.05786898235
364	0.05770580313
365	0.05755319883
366	0.05745388102
367	0.05740114852
368	0.05727431273
369	0.0572015294
370	0.05711574277
371	0.05698158283
372	0.05686700313
373	0.05685891573
374	0.0568198435
375	0.05665853858
376	0.0565410764
377	0.05640071221
378	0.05628051386
379	0.05618412274
380	0.05609129785
381	0.05595576593
382	0.0557997948
383	0.05575251639
384	0.05560636789
385	0.05553680871
386	0.05546983899
387	0.05537110124
388	0.05532186701
389	0.05521617599
390	0.05510472281
391	0.05503169938
392	0.05488235509
393	0.05471312237
394	0.05455104002
395	0.05454336715
396	0.05446255718
397	0.05431722784
398	0.05421975291
399	0.05410290615
400	0.05401512175
401	0.05400480623
402	0.05397504212
403	0.05386398557
404	0.05374408822
405	0.05362348274
406	0.05349178782
407	0.05341992716
408	0.05330859949
409	0.05324006439
410	0.05314162344
411	0.05301739508
412	0.05293491229
413	0.05281191529
414	0.05272584314
415	0.05269372313
416	0.05260655487
417	0.05257859316
418	0.05250057266
419	0.0524501882
420	0.05225459818
421	0.05213357444
422	0.05202301668
423	0.05194262655
424	0.05187085576
425	0.05173436545
426	0.05163029533
427	0.05162113334
428	0.05159917293
429	0.05157299259
430	0.05146051474
431	0.05136777954
432	0.05125703496
433	0.05117213042
434	0.05109351865
435	0.05105072369
436	0.05096175766
437	0.05095438965
438	0.05079724829
439	0.05070623549
440	0.05061453556
441	0.05045651205
442	0.05032981139
443	0.05022747148
444	0.05011213576
445	0.0499606928
446	0.04986422199
447	0.04975613802
448	0.04961386439
449	0.04955098676
450	0.04943184065
451	0.04940757762
452	0.0493240134
453	0.0492364369
454	0.04915342349
455	0.04908090646
456	0.04901514961
457	0.04892153635
458	0.04877327071
459	0.04863885443
460	0.0485553033
461	0.04854649699
462	0.04844253996
463	0.04841988794
464	0.04832313657
465	0.04828852548
466	0.04816504688
467	0.0480657579
468	0.04798537106
469	0.04793253954
470	0.04786966936
471	0.0477928332
472	0.04769822982
473	0.04767712494
474	0.04764431918
475	0.04753558116
476	0.04752858451
477	0.04745512465
478	0.0474491161
479	0.04733660742
480	0.04724239436
481	0.04714733072
482	0.04708696511
483	0.04698726847
484	0.04692899351
485	0.04679316831
486	0.0467468037
487	0.04664791212
488	0.04653507347
489	0.04643495365
490	0.04634079736
491	0.04633471746
492	0.04627319411
493	0.04616498491
494	0.04615767361
495	0.04615041196
496	0.04608119727
497	0.04601317069
498	0.04592942952
499	0.04584826741
500	0.04584262865
501	0.04571827043
502	0.0455963516
503	0.04554981046
504	0.04549534529
505	0.04533884232
506	0.04528212073
507	0.04523815112
508	0.04520345034
509	0.04513118781
510	0.04511062385
511	0.04508919053
512	0.04504419562
513	0.04503842985
514	0.044959865
515	0.04484872111
516	0.04480777218
517	0.0446799474
518	0.04465948998
519	0.04458990144
520	0.04455159066
521	0.04444835423
522	0.0443865792
523	0.04432837484
524	0.0442924674
525	0.04420941722
526	0.04416672088
527	0.04413430041
528	0.04408975899
529	0.04402699218
530	0.04396673283
531	0.0439582656
532	0.04382750006
533	0.04377973016
534	0.04367776048
535	0.04358261963
536	0.0435182681
537	0.04343182509
538	0.04332880256
539	0.04326287464
540	0.04324921933
541	0.04315622907
542	0.04308647708
543	0.04303333323
544	0.04295612164
545	0.04290330016
546	0.04283236735
547	0.04276218035
548	0.04271488202
549	0.04268842876
550	0.04263586415
551	0.0425823986
552	0.04247572312
553	0.04242977855
554	0.04242562516
555	0.04234773582
556	0.04226813791
557	0.04218013488
558	0.04210296543
559	0.04206247539
560	0.04198433631
561	0.04190950741
562	0.04184521467
563	0.04177097388
564	0.04171982769
565	0.04167646759
566	0.04158514458
567	0.04152845657
568	0.04151798807
569	0.04149800809
570	0.04146370452
571	0.04145791739
572	0.04138218666
573	0.04135195075
574	0.04125391393
575	0.04117802058
576	0.04113127037
577	0.04109000386
578	0.04104485707
579	0.04094919276
580	0.04086824463
581	0.04076686895
582	0.04066904543
583	0.04062155562
584	0.04060383038
585	0.04054809582
586	0.0404820052
587	0.04040824932
588	0.04038412169
589	0.04035821825
590	0.04027798992
591	0.04021180873
592	0.04017013941
593	0.04009431658
594	0.04004802756
595	0.04002186427
596	0.03994055506
597	0.0399362994
598	0.03990194964
599	0.03989584681
600	0.03984691067
601	0.03978513844
602	0.0397208818
603	0.03966909858
604	0.03959700883
605	0.0395828687
606	0.03953930932
607	0.0394597461
608	0.03937950274
609	0.03932250599
610	0.0392193238
611	0.03918306675
612	0.03913242929
613	0.03912740481
614	0.03907363773
615	0.0390111399
616	0.03900319059
617	0.03897767233
618	0.03888153948
619	0.0388265296
620	0.03876147947
621	0.03868639252
622	0.03867273883
623	0.03866046737
624	0.03857951633
625	0.03855563393
626	0.03851476287
627	0.03843146822
628	0.03832157816
629	0.0382791379
630	0.03821340748
631	0.03814085238
632	0.03805229935
633	0.03804289596
634	0.03798291096
635	0.03796625627
636	0.03789590966
637	0.03783347027
638	0.03778633388
639	0.03775021593
640	0.03768408264
641	0.03765543631
642	0.03762770996
643	0.0375539512
644	0.03755031659
645	0.03749711727
646	0.03742054278
647	0.03738869245
648	0.03731677088
649	0.03727539792
650	0.03723593237
651	0.03717373964
652	0.0371373479
653	0.0370669481
654	0.03700511428
655	0.0369365189
656	0.03690753245
657	0.03685749493
658	0.0368187108
659	0.0368045778
660	0.03678511926
661	0.03672114754
662	0.03668919862
663	0.03660830986
664	0.03657065172
665	0.03648442524
666	0.03641619895
667	0.03636323101
668	0.03631436314
669	0.03625395745
670	0.03618689508
671	0.03613051316
672	0.03608045078
673	0.03601433364
674	0.03598681664
675	0.03594507663
676	0.03588692111
677	0.03581843549
678	0.03575100184
679	0.03569067818
680	0.03560782695
681	0.03557456665
682	0.03550283445
683	0.03546828009
684	0.03539136427
685	0.03534817616
686	0.03528991961
687	0.03523742674
688	0.03523281359
689	0.03522784928
690	0.03515843111
691	0.03515237181
692	0.03511276253
693	0.0351083398
694	0.03504498797
695	0.03497994364
696	0.03495277797
697	0.03489579178
698	0.03482951197
699	0.03477839226
700	0.03473074223
701	0.03472412571
702	0.03468851131
703	0.0346705285
704	0.03461780242
705	0.03455823873
706	0.0345317197
707	0.03446403792
708	0.03441418541
709	0.03434181273
710	0.03433905745
711	0.0342785812
712	0.03426495289
713	0.03421318732
714	0.03416756648
715	0.03410676676
716	0.03404840281
717	0.03395578546
718	0.03389938418
719	0.03382678477
720	0.0337665286
721	0.03371373156
722	0.03365344851
723	0.03362899153
724	0.03359734684
725	0.03352988802
726	0.03346995025
727	0.03339616339
728	0.03334747984
729	0.03332253696
730	0.03326399003
731	0.03321248935
732	0.03320935933
733	0.03313146901
734	0.03305803885
735	0.03302987887
736	0.03301285724
737	0.03295170326
738	0.03289019527
739	0.03285604098
740	0.03285178196
741	0.03284699217
742	0.03280751593
743	0.03278614687
744	0.03275587632
745	0.03268565077
746	0.03265283366
747	0.03260629528
748	0.032534527
749	0.03247500016
750	0.03238590793
751	0.03232959257
752	0.03228362081
753	0.03222044288
754	0.03216388158
755	0.03211279246
756	0.03208883472
757	0.03203469285
758	0.03200627566
759	0.03199774025
760	0.03196629958
761	0.03191452805
762	0.03191262429
763	0.03190605448
764	0.03188675155
765	0.03185012735
766	0.03182972621
767	0.03175492121
768	0.03170353221
769	0.03164565059
770	0.03157571414
771	0.03152336323
772	0.03146927855
773	0.03143609207
774	0.03140746732
775	0.03135486917
776	0.03130868981
777	0.03126196777
778	0.03119941569
779	0.03112639159
780	0.03109093841
781	0.0310454354
782	0.03095742087
783	0.03090862743
784	0.03083529327
785	0.03078716892
786	0.03072769906
787	0.03069329453
788	0.03065886817
789	0.03061981349
790	0.03057503527
791	0.03054740561
792	0.03049903709
793	0.0304734073
794	0.03043522204
795	0.03038998853
796	0.03032615859
797	0.03026501549
798	0.03020263467
799	0.03014001975
800	0.03009748809
801	0.03004815323
802	0.03000616187
803	0.02996617379
804	0.02990631551
805	0.02988250297
806	0.02984173446
807	0.02982690654
808	0.02974707457
809	0.0296960692
810	0.02963681497
811	0.02959214806
812	0.02953311329
813	0.02950494403
814	0.02940780257
815	0.02937183825
816	0.02934757919
817	0.02931192738
818	0.02928252125
819	0.02923963493
820	0.02920932926
821	0.02915544849
822	0.02914993017
823	0.02910952255
824	0.02905077661
825	0.02903087964
826	0.02896838168
827	0.02894374478
828	0.02891161239
829	0.02888096036
830	0.02886613138
831	0.02882572934
832	0.02879990258
833	0.02878195855
834	0.02872049673
835	0.02867734587
836	0.02864203661
837	0.02860645657
838	0.02860350548
839	0.02854756122
840	0.02850865302
841	0.02845978301
842	0.0284350998
843	0.02838726456
844	0.02831127367
845	0.02825643631
846	0.02820510126
847	0.02813221805
848	0.02809038796
849	0.02804619934
850	0.02799673857
851	0.02793721522
852	0.02790708162
853	0.02786573646
854	0.02783598942
855	0.02779775975
856	0.02776412837
857	0.027743597
858	0.0276999236
859	0.02765155352
860	0.02761071552
861	0.02757853557
862	0.02754519923
863	0.02752824521
864	0.02750857438
865	0.02750508801
866	0.02748868084
867	0.02746272646
868	0.02743213077
869	0.02742938473
870	0.02742510882
871	0.02740527308
872	0.02735727078
873	0.02733700472
874	0.02731833806
875	0.02728700585
876	0.02726332098
877	0.02721793345
878	0.02720012016
879	0.02718678383
880	0.02713458907
881	0.02709362183
